Pclass,Survived,Sex,Fare,SibSp,Parch,AgeCategory
1,1,1,0.15977676072337862,0,2,2
2,1,0,0.0380614651673182,0,1,3
1,1,1,0.051822148727810165,0,0,4
3,1,0,0.03758969818624431,2,1,2
1,1,1,0.05953203526170282,0,0,5
2,0,1,0.05416439273810667,1,2,5
3,0,1,0.03897240290032268,1,0,0
1,0,1,0.05416439273810667,0,0,4
1,1,1,0.17391981561855152,1,0,5
3,0,1,0.015712553569072387,0,0,0
3,1,1,0.015411575213749284,0,0,4
1,0,1,0.051822148727810165,0,0,6
1,1,0,0.10122885832000206,1,0,0
2,1,0,0.020494635090094415,0,0,5
3,0,1,0.015126992566498259,0,0,0
1,1,1,0.051822148727810165,0,0,5
3,0,1,0.015712553569072387,0,0,4
1,0,1,0.07514699533034619,0,0,5
2,0,1,0.025374310111545468,0,0,5
3,0,1,0.015712553569072387,0,0,0
3,0,1,0.013760683560491965,0,0,5
2,0,1,0.0,0,0,0
1,0,1,0.051822148727810165,0,0,5
3,0,1,0.015078195816283748,0,0,0
3,1,0,0.03758969818624431,2,1,1
3,0,1,0.014151057562208049,0,0,0
3,0,1,0.016908073949327893,0,0,5
2,1,0,0.05416439273810667,1,2,4
2,1,0,0.026919605597338588,0,0,4
3,0,0,0.019201521209409888,0,0,4
1,0,1,0.10149724044618187,0,0,0
2,0,1,0.04098927018018883,1,0,4
3,0,1,0.013752485706455927,1,0,4
3,0,1,0.014679623960531627,0,0,4
3,1,0,0.023983602730431916,0,1,2
3,0,1,0.09154270340242172,5,2,2
2,0,1,0.0,0,0,0
3,0,1,0.015712553569072387,0,0,5
3,1,0,0.018713553707264782,0,0,6
1,1,1,0.17777475888549785,1,0,4
3,0,0,0.04970768794751499,3,1,0
1,1,0,0.17566830077223786,1,0,5
1,0,1,0.057970539254838485,0,0,5
3,0,1,0.015712553569072387,0,0,4
3,1,1,0.031034733136428686,1,1,2
3,0,1,0.03897240290032268,1,0,0
3,0,1,0.014151057562208049,0,0,4
1,0,1,0.05953203526170282,0,0,5
1,0,1,0.09662576327876685,0,0,6
3,0,1,0.015712553569072387,0,0,4
3,0,1,0.028220722145058292,0,0,0
1,1,0,0.1527664244005612,1,0,5
3,0,1,0.029473237129564348,0,0,0
1,0,0,0.29580589980036276,1,2,4
3,0,1,0.015216388212891242,0,0,4
3,0,1,0.016908073949327893,0,0,3
3,0,0,0.015126992566498259,0,0,4
3,0,0,0.014891206669461744,0,0,0
3,0,0,0.018713553707264782,0,0,5
1,1,0,0.16883675574220638,0,0,3
1,0,1,0.2125586439344078,1,0,4
2,1,0,0.050748620223090936,0,2,4
1,1,1,0.051822148727810165,0,0,0
3,0,1,0.04396587194327397,0,0,4
3,1,1,0.11027245763075773,0,0,4
3,1,1,0.015126992566498259,0,0,4
3,0,1,0.015712553569072387,0,0,0
1,1,1,0.05130978285055781,0,0,5
1,1,0,0.11594107850967697,1,0,5
3,0,1,0.014630827210317115,0,0,4
1,0,1,0.06640417918791278,0,0,5
2,1,0,0.020494635090094415,0,0,4
3,0,1,0.04713766070721715,0,0,0
2,1,0,0.050748620223090936,1,0,5
3,0,1,0.015411575213749284,0,0,4
1,1,0,0.18249984580226933,0,0,4
3,0,1,0.015411575213749284,0,0,4
3,0,1,0.014102260811993537,0,0,0
1,1,0,0.11316786160148591,0,1,5
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.015126992566498259,0,0,5
2,1,0,0.020494635090094415,0,0,5
1,0,1,0.4328841690069588,0,0,0
3,0,1,0.015468569817999833,0,0,5
2,0,1,0.022446505098674834,2,1,4
2,1,0,0.050748620223090936,1,1,2
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.014110458666029575,1,1,3
3,1,0,0.04364049521284361,0,2,0
3,0,0,0.016908073949327893,0,0,4
2,1,0,0.05123658772523604,0,2,2
1,0,1,0.051822148727810165,0,0,5
1,1,0,0.20772776566317125,0,0,4
3,0,1,0.028302115124416098,0,0,0
1,1,0,0.09661756542473081,0,2,4
1,1,0,0.13858277060920984,0,2,5
3,0,0,0.06104473451835265,4,2,2
3,0,0,0.06104473451835265,4,2,2
2,1,1,0.050748620223090936,1,0,4
1,0,1,0.20772776566317125,1,0,5
1,0,1,0.050748620223090936,0,0,6
2,1,0,0.050748620223090936,1,0,4
2,1,1,0.02705779799394608,0,0,0
3,0,1,0.04006213192611313,1,1,4
2,1,1,0.07173122281533045,1,1,2
1,1,1,0.21642978772242535,0,2,3
2,0,1,0.050748620223090936,0,0,4
3,0,1,0.015281580671177828,0,0,0
3,1,1,0.014102260811993537,0,0,4
3,1,0,0.015175789316712771,0,0,4
1,0,1,0.051822148727810165,0,0,6
1,1,0,0.07729405233978466,1,0,5
1,0,1,0.4440992237022602,0,0,0
1,1,0,0.1554664461834305,1,1,5
3,1,0,0.033962538149299316,1,0,5
3,0,1,0.015126992566498259,0,0,0
3,0,1,0.015411575213749284,0,0,5
2,0,1,0.026350245115835676,0,0,4
3,0,1,0.015712553569072387,0,0,0
3,0,0,0.015712553569072387,0,0,0
3,0,1,0.04713766070721715,2,0,4
3,0,1,0.015411575213749284,0,0,4
3,0,0,0.04113566043083236,0,4,4
3,0,1,0.014110458666029575,0,0,0
3,1,1,0.015330377421392339,0,0,4
2,1,1,0.020494635090094415,0,0,6
1,1,0,0.10048070654571319,2,0,5
1,1,1,0.051504969851415845,0,0,5
3,1,0,0.015126992566498259,0,0,0
3,0,1,0.015712553569072387,0,0,3
3,0,1,0.028302115124416098,0,0,4
2,1,0,0.025374310111545468,0,0,4
1,1,0,0.1091095334796455,1,0,5
3,0,0,0.028220722145058292,1,0,0
3,1,1,0.015468569817999833,0,0,4
2,1,0,0.05855610025741261,1,1,4
1,1,0,0.21642978772242535,1,1,5
2,0,1,0.050748620223090936,0,0,5
1,0,1,0.07831878409428937,0,0,5
3,0,1,0.017005667449756914,0,0,0
1,1,0,0.1554664461834305,0,2,4
2,0,1,0.029278050128706306,0,0,5
1,1,1,0.15458810467956932,1,1,6
3,0,1,0.015712553569072387,0,0,4
3,0,1,0.015712553569072387,0,0,0
3,0,1,0.013907073811135496,0,0,5
1,1,0,0.1527664244005612,1,0,5
3,0,1,0.014151057562208049,0,0,5
3,0,0,0.015126992566498259,0,2,0
2,0,1,0.050748620223090936,1,0,5
3,0,1,0.04713766070721715,1,1,5
2,1,0,0.06441171028315387,0,0,0
3,0,1,0.0,0,0,5
3,0,1,0.014102260811993537,0,0,0
1,1,1,0.11111839809247648,1,0,5
2,1,0,0.05270049023167135,2,1,4
3,0,1,0.015411575213749284,0,0,0
1,0,1,0.08275928836380983,0,0,0
3,0,1,0.015712553569072387,0,0,5
1,1,1,0.051822148727810165,0,0,5
3,0,1,0.030351578633425542,1,0,5
3,0,1,0.015411575213749284,0,0,4
1,1,1,0.05953203526170282,0,0,4
2,1,0,0.08115719346076702,1,2,4
1,1,0,0.2995388511917728,0,0,5
3,0,0,0.06104473451835265,1,5,5
3,0,1,0.013760683560491965,0,0,0
3,1,0,0.030253985132996517,1,0,0
3,0,1,0.015126992566498259,0,0,0
3,0,1,0.015712553569072387,0,0,5
2,1,0,0.12687155055772734,1,2,4
3,0,1,0.028106928123558056,1,1,4
3,0,0,0.031425107138144774,1,0,4
2,1,0,0.0761229303346364,2,1,2
2,0,1,0.020494635090094415,0,0,4
3,0,1,0.028212719478023115,1,0,4
1,1,1,0.10257896680493714,1,0,5
3,1,1,0.030725752114070404,1,1,4
3,0,1,0.015330377421392339,0,0,4
3,0,1,0.031425107138144774,0,0,4
1,0,1,0.06308600017332605,0,0,6
2,0,1,0.024105594605968193,0,0,5
1,1,0,0.15216446768991498,0,0,4
3,0,1,0.015411575213749284,0,0,4
3,0,1,0.015094396337354966,0,0,0
1,1,1,0.05855610025741261,0,0,6
3,0,1,0.013768881414528002,0,0,5
1,1,1,0.05953203526170282,0,0,4
1,0,1,0.0,0,0,0
3,0,0,0.05445717323939373,3,2,2
2,1,0,0.025374310111545468,0,0,4
3,0,1,0.015468569817999833,0,0,4
2,0,1,0.05123658772523604,1,1,4
3,0,0,0.07746484096553544,0,5,5
3,0,1,0.031425107138144774,1,0,0
3,0,1,0.015330377421392339,0,0,4
1,1,0,0.13526459159462315,0,0,4
3,0,0,0.05445717323939373,3,2,2
3,1,1,0.11027245763075773,0,0,0
3,1,0,0.03758969818624431,2,1,1
1,1,1,0.1497654242623688,1,0,5
3,0,1,0.015411575213749284,0,0,4
1,1,1,0.06929138530460492,0,0,5
3,0,1,0.014736618564782174,0,0,0
3,1,0,0.014736618564782174,0,0,4
3,0,1,0.015411575213749284,0,0,0
2,1,0,0.04489301019734967,0,1,4
3,0,1,0.01646070534336126,0,0,4
3,1,0,0.015281580671177828,0,0,0
3,0,0,0.013175122557917838,0,0,4
2,0,1,0.1434624456306609,2,0,4
3,0,1,0.015411575213749284,0,0,0
3,0,0,0.030253985132996517,1,1,4
2,0,1,0.025374310111545468,0,0,4
1,0,1,0.22109807522194713,0,2,5
1,1,1,0.2608674266467732,2,0,5
3,0,1,0.014102260811993537,0,0,5
1,0,1,0.04994347384455151,0,0,5
3,0,1,0.014630827210317115,0,0,5
3,1,1,0.015468569817999833,1,0,4
2,0,1,0.1434624456306609,2,0,4
2,0,1,0.025374310111545468,0,0,4
3,0,1,0.015175789316712771,0,0,0
3,0,1,0.015712553569072387,0,0,5
1,1,0,0.10149724044618187,1,0,0
2,1,0,0.0761229303346364,1,1,5
1,0,1,0.10149724044618187,1,0,4
2,0,1,0.020494635090094415,0,0,6
2,1,1,0.025374310111545468,0,0,4
2,0,1,0.0,0,0,0
3,0,1,0.015175789316712771,0,0,4
3,0,1,0.015712553569072387,0,0,4
3,1,0,0.019209719063445922,0,0,4
3,0,0,0.09154270340242172,1,6,5
1,1,1,1.0,0,1,5
3,0,0,0.01588334219482317,0,0,0
1,1,1,0.1497654242623688,0,0,4
3,0,1,0.01800600082915438,0,0,4
3,0,1,0.09154270340242172,5,2,3
2,0,1,0.0761229303346364,1,1,6
2,0,1,0.08115719346076702,1,2,4
3,0,1,0.07746484096553544,4,1,3
3,0,1,0.019852079483269742,0,0,4
3,0,1,0.015216388212891242,0,0,4
1,1,0,0.41250332793836464,0,1,3
1,1,1,0.11125659048908397,1,0,4
3,1,0,0.026187654344120927,0,1,2
3,1,1,0.11027245763075773,0,0,0
3,0,1,0.014102260811993537,0,0,4
1,0,1,0.051822148727810165,0,0,6
2,0,1,0.026350245115835676,0,0,5
3,0,1,0.015712553569072387,0,0,5
3,1,0,0.015094396337354966,0,0,0
1,0,1,0.21642978772242535,1,1,5
3,0,1,0.014931805565640218,0,0,5
1,1,0,0.4440992237022602,1,0,4
1,1,1,0.05130978285055781,0,0,5
3,0,0,0.028212719478023115,0,1,4
3,0,1,0.01511079204542704,0,0,4
3,0,1,0.015330377421392339,1,0,4
2,0,1,0.050748620223090936,0,0,5
2,1,0,0.026350245115835676,0,0,5
1,1,1,0.05130978285055781,0,0,5
1,1,0,0.29580589980036276,0,0,4
3,1,1,0.029757819776815374,1,1,0
1,1,0,0.09662576327876685,0,0,4
1,0,1,0.051822148727810165,0,0,0
1,1,1,0.10149724044618187,1,0,5
3,0,1,0.018510168852370702,0,0,4
2,0,1,0.025374310111545468,0,0,5
3,0,1,0.014931805565640218,0,0,4
1,1,0,0.4440992237022602,0,0,5
2,1,0,0.020494635090094415,0,0,4
3,0,1,0.030253985132996517,0,0,0
3,0,1,0.015175789316712771,0,0,4
2,1,0,0.06441171028315387,0,1,2
3,0,1,0.013768881414528002,1,0,3
2,0,1,0.025374310111545468,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,1,0.10364429745562033,1,0,4
3,0,1,0.016908073949327893,0,0,4
2,1,0,0.04098927018018883,3,0,4
3,1,0,0.015102594191391002,0,0,0
2,0,1,0.050748620223090936,1,0,4
3,0,0,0.015468569817999833,1,0,4
1,1,0,0.41250332793836464,0,0,4
3,0,1,0.036670757786204655,0,0,2
2,0,1,0.0,0,0,0
2,0,1,0.025374310111545468,0,0,4
2,0,1,0.025374310111545468,0,0,4
3,0,1,0.031425107138144774,0,0,4
3,0,0,0.06709553154495196,1,3,5
1,1,1,1.0,0,0,5
3,0,1,0.015411575213749284,0,0,0
3,0,1,0.015411575213749284,0,0,0
1,1,1,0.05855610025741261,0,0,0
1,0,1,0.15390495017656614,1,0,5
1,1,0,0.5121218935012878,2,2,4
3,0,1,0.031425107138144774,1,0,4
3,1,1,0.015468569817999833,0,0,4
1,0,1,0.13858277060920984,1,1,6
3,0,1,0.03952536767375352,1,1,3
2,1,0,0.025374310111545468,0,0,4
1,0,1,0.10364429745562033,1,0,4
3,0,1,0.015126992566498259,0,0,4
2,1,0,0.04489301019734967,1,1,2
3,1,1,0.024349578357040744,0,1,2
3,0,1,0.018542765081513996,0,0,4
3,0,1,0.015411575213749284,0,0,4
2,1,0,0.12687155055772734,1,2,5
2,1,1,0.028302115124416098,1,1,1
3,0,1,0.015216388212891242,0,0,4
2,0,1,0.022446505098674834,0,0,4
3,0,1,0.015712553569072387,0,0,4
1,1,0,0.16883675574220638,0,0,4
3,0,1,0.028302115124416098,0,0,0
3,0,1,0.013907073811135496,0,0,5
3,1,1,0.014110458666029575,0,0,4
1,1,0,0.23422440102965045,1,2,5
3,0,1,0.015175789316712771,0,0,3
1,1,0,0.15216446768991498,1,0,5
1,0,1,0.07729405233978466,0,0,0
3,0,0,0.015126992566498259,0,0,4
3,0,1,0.04713766070721715,1,0,0
3,0,1,0.016322512946753766,0,0,4
3,0,1,0.018542765081513996,0,0,4
3,0,1,0.015330377421392339,0,0,5
2,0,0,0.020494635090094415,0,0,5
3,0,1,0.014102260811993537,0,0,0
2,1,0,0.04489301019734967,1,3,5
3,0,1,0.015126992566498259,0,0,4
3,0,1,0.015126992566498259,0,0,0
3,1,0,0.024349578357040744,0,0,2
3,0,1,0.015102594191391002,0,0,0
1,1,0,0.41250332793836464,0,1,5
3,1,0,0.014110458666029575,0,0,3
1,1,0,0.11125659048908397,1,0,3
1,0,1,0.05855610025741261,0,0,4
3,0,1,0.04577135170121086,1,2,0
3,0,1,0.013760683560491965,0,0,4
3,0,1,0.014151057562208049,0,0,4
3,1,0,0.014630827210317115,0,0,4
3,0,1,0.056848213999904744,4,1,2
3,1,1,0.04015972542654215,1,2,1
1,0,1,0.15458810467956932,0,0,5
3,0,1,0.015126992566498259,0,0,0
2,0,1,0.050748620223090936,0,0,3
3,0,0,0.13575255909676823,8,2,0
1,0,1,0.05991421140938287,0,0,0
3,0,1,0.015411575213749284,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,0,0.050610427826483444,0,0,5
3,1,0,0.016948672845506364,0,0,4
3,0,1,0.014110458666029575,0,0,4
3,0,0,0.04713766070721715,1,1,4
2,0,1,0.025374310111545468,0,0,4
2,1,0,0.05123658772523604,1,1,4
1,1,1,0.23422440102965045,1,2,2
3,1,1,0.016623491302076868,0,1,1
3,1,1,0.013614293309848433,0,0,4
3,0,1,0.015175789316712771,0,0,4
1,0,1,0.0,0,0,5
3,0,0,0.015175789316712771,0,0,4
2,0,1,0.025374310111545468,0,0,5
1,1,0,0.10364429745562033,1,0,4
3,0,1,0.015395374692678068,0,0,4
3,0,1,0.04713766070721715,0,0,5
2,0,1,0.020494635090094415,0,0,5
3,0,0,0.06104473451835265,4,2,2
3,0,1,0.015712553569072387,0,0,4
1,0,1,0.0,0,0,0
3,0,0,0.015468569817999833,0,0,4
2,0,1,0.07222738817151159,1,1,4
3,0,1,0.012589561555343713,0,0,5
3,0,1,0.05445717323939373,3,2,2
1,1,0,0.18249984580226933,1,1,5
3,1,1,0.016908073949327893,0,0,4
1,0,1,0.0,0,0,5
3,1,0,0.024349578357040744,0,1,4
3,0,1,0.07746484096553544,4,1,2
3,0,1,0.013565496559633922,0,0,0
3,0,1,0.11027245763075773,0,0,0
2,1,1,0.07222738817151159,0,2,1
3,1,1,0.015126992566498259,0,0,0
1,1,0,0.15614960068643363,0,0,6
3,1,0,0.028212719478023115,1,0,3
2,1,1,0.03659756266088288,1,1,1
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.015330377421392339,0,0,4
3,0,1,0.016200521071217493,0,0,4
1,1,0,0.16231419173453318,1,1,5
3,0,1,0.016908073949327893,0,0,4
3,0,1,0.015712553569072387,0,0,0
3,1,1,0.11027245763075773,0,0,4
1,1,1,0.057970539254838485,0,0,0
3,0,1,0.015468569817999833,0,0,4
2,0,1,0.020494635090094415,0,0,3
1,1,0,0.060507970265993034,0,0,4
3,0,1,0.012565163180236457,0,0,4
3,0,1,0.016908073949327893,0,0,3
3,0,1,0.014736618564782174,0,0,5
3,0,1,0.13575255909676823,8,2,0
3,0,1,0.015411575213749284,0,0,5
2,0,1,0.06441171028315387,0,1,4
1,1,0,0.17391981561855152,1,0,0
3,0,1,0.06104473451835265,4,2,2
3,0,1,0.015175789316712771,0,0,6
3,0,0,0.029757819776815374,1,1,2
1,1,0,0.07690367833806856,0,1,3
2,0,0,0.050748620223090936,1,0,5
3,1,0,0.01824998458022693,0,1,4
1,1,0,0.32179836714362564,1,1,5
1,1,1,0.051822148727810165,0,0,5
3,1,0,0.03758969818624431,0,3,4
3,0,1,0.014110458666029575,0,0,0
3,0,1,0.027537567642055148,2,0,5
2,0,1,0.022446505098674834,1,0,4
1,1,0,0.050610427826483444,0,0,5
3,0,0,0.13575255909676823,8,2,0
2,0,1,0.025374310111545468,0,0,4
2,1,0,0.025374310111545468,0,0,5
2,1,0,0.027049600139910042,1,0,4
1,0,1,0.09856123757927521,0,0,4
3,0,1,0.018542765081513996,0,0,0
3,1,1,0.021730754366528396,1,1,2
3,0,1,0.015411575213749284,0,0,4
1,1,0,0.10257896680493714,1,1,5
1,0,1,0.009759350042902102,0,0,4
3,0,1,0.017566830077223785,0,0,5
2,1,0,0.04684488020593009,1,0,4
3,1,0,0.014102260811993537,0,0,3
3,0,1,0.019217721730481106,0,0,4
3,0,1,0.015411575213749284,0,0,4
3,0,1,0.015411575213749284,0,0,0
1,1,0,0.16231419173453318,0,1,5
2,1,0,0.050748620223090936,0,1,4
3,0,1,0.015411575213749284,0,0,4
2,0,1,0.020494635090094415,0,0,4
3,0,1,0.013760683560491965,0,0,4
3,0,0,0.056848213999904744,0,5,5
2,0,1,0.025374310111545468,0,0,4
1,1,0,0.05855610025741261,0,0,4
3,0,0,0.04577135170121086,1,2,0
1,1,1,0.05855610025741261,0,0,4
3,0,1,0.015126992566498259,0,0,4
